#Chromo	Pos	Watterson	Pairwise	thetaSingleton	thetaH	thetaL
J02459.1	18503	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18504	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18505	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18506	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18507	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18508	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18509	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18510	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18511	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18512	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18513	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18514	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18515	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18516	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18517	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18518	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18519	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18520	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18521	-32.296074	-32.871567	-inf	-30.674345	-31.262131
J02459.1	18522	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18523	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18524	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18525	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18526	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18527	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18528	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18529	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18530	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18531	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18532	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18533	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18534	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18535	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18536	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18537	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18538	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18539	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18540	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18541	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18542	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18543	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18544	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18545	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	18546	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18547	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18548	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18549	-33.751362	-34.257881	-inf	-32.060658	-32.648445
J02459.1	18550	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18551	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18552	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18553	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18554	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18555	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18556	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18557	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18558	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18559	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18560	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18561	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18562	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18563	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18564	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18565	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18566	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18567	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18568	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18569	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18570	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18571	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18572	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18573	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18574	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18575	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18576	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18577	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18578	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	18579	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	18580	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	18581	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	18582	-inf	-42.840229	-41.230793	-45.037457	-43.428017
J02459.1	18583	-inf	-42.147076	-40.537640	-44.344303	-42.734863
J02459.1	18584	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18585	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18586	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18587	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18588	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18589	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18590	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18591	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18592	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18593	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18594	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18595	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18596	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18597	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18598	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18599	-inf	-41.453918	-39.844482	-43.651146	-42.041706
J02459.1	18600	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18601	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18602	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18603	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18604	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18605	-34.310978	-34.951035	-inf	-32.753811	-33.341599
J02459.1	18606	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18607	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18608	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18609	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18610	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18611	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18612	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18613	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18614	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18615	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18616	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18617	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18618	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18619	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18620	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18621	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18622	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18623	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18624	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18625	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18626	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18627	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18628	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18629	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18630	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18631	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18632	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18633	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18634	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18635	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18636	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18637	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18638	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18639	-inf	-40.760761	-39.151325	-42.957989	-41.348549
J02459.1	18640	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18641	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18642	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18643	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18644	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18645	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18646	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18647	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18648	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18649	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18650	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18651	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18652	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18653	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18654	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18655	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	18656	-inf	-39.374451	-37.765015	-41.571678	-39.962238
J02459.1	18657	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18658	-inf	-40.067608	-38.458172	-42.264835	-40.655396
J02459.1	18659	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18660	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18661	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18662	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18663	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18664	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18665	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18666	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18667	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18668	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18669	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18670	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18671	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18672	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18673	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18674	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18675	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18676	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18677	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18678	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18679	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18680	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18681	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18682	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18683	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18684	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18685	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18686	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18687	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18688	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18689	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18690	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18691	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18692	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18693	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18694	-1.039912	-0.587787	-inf	-0.587787	-0.587787
J02459.1	18695	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18696	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18697	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18698	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18699	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18700	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18701	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18702	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18703	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18704	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18705	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18706	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18707	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18708	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18709	-31.602926	-32.178413	-inf	-29.981190	-30.568975
J02459.1	18710	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18711	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18712	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18713	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18714	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18715	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18716	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18717	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18718	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18719	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18720	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18721	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18722	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18723	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18724	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18725	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18726	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18727	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18728	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18729	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18730	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18731	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18732	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18733	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18734	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18735	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18736	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18737	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18738	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18739	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18740	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18741	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18742	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18743	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18744	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18745	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18746	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18747	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18748	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18749	-37.776714	-38.681294	-37.071857	-40.878521	-39.269081
J02459.1	18750	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18751	-37.776714	-37.988140	-36.378704	-40.185368	-38.575928
J02459.1	18752	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18753	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18754	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18755	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18756	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18757	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	18758	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	18759	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	18760	-35.378818	-35.908669	-34.299232	-38.105896	-36.496456
J02459.1	18761	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18762	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18763	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18764	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18765	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18766	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18767	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18768	-36.678101	-37.294983	-35.685547	-39.492210	-37.882771
J02459.1	18769	-35.984955	-36.601826	-34.992390	-38.799053	-37.189613
J02459.1	18770	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18771	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18772	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18773	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18774	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18775	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18776	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18777	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18778	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18779	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18780	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18781	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18782	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18783	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18784	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18785	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18786	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18787	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18788	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18789	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18790	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18791	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18792	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18793	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18794	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18795	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18796	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18797	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18798	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18799	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18800	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18801	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18802	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18803	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18804	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18805	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18806	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18807	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18808	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18809	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18810	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18811	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18812	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18813	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18814	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18815	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18816	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18817	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18818	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18819	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18820	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18821	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18822	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18823	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18824	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18825	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18826	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18827	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18828	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18829	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18830	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18831	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18832	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18833	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18834	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18835	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18836	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18837	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18838	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18839	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18840	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18841	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18842	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18843	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18844	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18845	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18846	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18847	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18848	-33.254925	-33.829197	-32.219765	-36.026367	-34.416977
J02459.1	18849	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18850	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18851	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18852	-32.567226	-33.135941	-31.526609	-35.332325	-33.723644
J02459.1	18853	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18854	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18855	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18856	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18857	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18858	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18859	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18860	-34.641220	-35.215515	-33.606079	-37.412743	-35.803303
J02459.1	18861	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18862	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18863	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18864	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18865	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
J02459.1	18866	-33.970051	-34.522358	-32.912922	-36.719582	-35.110146
